logLik,epsilon_neg_L1,epsilon_pos_L1,lambda,mu,diffusion_coef,tau_s,tau_l,epsilon_neg_accept,epsilon_pos_accept,lambda_accept,mu_accept,diffusion_coef_accept,tau_s_accept,tau_l_accept,change_k_accept,switch_anc_accept,add_anc_accept,make_founder_accept,make_orphan_accept
-755.52,0.533369,0,0.5,0.05,18.2668,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.514718,0,0,-nan
-763.825,0.828419,0,0.5,0.05,20.5774,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.530435,0.00310559,0.000804505,-nan
-783.478,0.280321,0,0.5,0.05,55.9798,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997898,-nan,-nan,-nan,0.516849,0.0100167,0.0025591,-nan
-772.794,0.930763,0,0.5,0.05,29.0063,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.52428,0.00311203,0.000618812,-nan
-757.54,0.533369,0,0.5,0.05,17.9838,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.508681,0.00294118,0.000785546,-nan
-756.536,0.533369,0,0.5,0.05,16.351,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997207,-nan,-nan,-nan,0.49918,0,0,-nan
-755.431,0.533369,0,0.5,0.05,17.1664,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.508327,0,0,-nan
-758.755,0.533369,0,0.5,0.05,16.3948,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997015,-nan,-nan,-nan,0.529412,0,0,-nan
-759.362,0.533369,0,0.5,0.05,16.7067,1,2.06115e-09,-nan,-nan,-nan,-nan,0.994536,-nan,-nan,-nan,0.493162,0,0,-nan
-770.15,0.930763,0,0.5,0.05,24.4353,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.517334,0.00410678,0.00101781,-nan
-760.509,0.533369,0,0.5,0.05,15.0014,1,2.06115e-09,-nan,-nan,-nan,-nan,0.992837,-nan,-nan,-nan,0.536829,0,0,-nan
-763.303,0.828419,0,0.5,0.05,18.5182,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998841,-nan,-nan,-nan,0.509791,0.00253485,0.000625391,-nan
-762.744,0.930763,0,0.5,0.05,25.321,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.524685,0,0,-nan
-761.016,0.0107627,0,0.5,0.05,27.7868,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999103,-nan,-nan,-nan,0.511433,0.00589005,0.00145938,-nan
-759.079,0.828419,0,0.5,0.05,19.6428,1,2.06115e-09,-nan,-nan,-nan,-nan,0.99906,-nan,-nan,-nan,0.526933,0.00416667,0.00105708,-nan
-760.232,0.828419,0,0.5,0.05,18.7285,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.510024,0,0,-nan
-763.148,0.0107627,0,0.5,0.05,29.1705,1,2.06115e-09,-nan,-nan,-nan,-nan,0.995247,-nan,-nan,-nan,0.531797,0,0,-nan
-758.041,0.0107627,0,0.5,0.05,28.3011,1,2.06115e-09,-nan,-nan,-nan,-nan,0.994536,-nan,-nan,-nan,0.524522,0,0,-nan
-765.178,0.828419,0,0.5,0.05,21.0677,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999044,-nan,-nan,-nan,0.510317,0.0046729,0,-nan
-757.64,0.828419,0,0.5,0.05,19.9451,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.513471,0,0.00315457,-nan
-760.176,0.828419,0,0.5,0.05,18.3248,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997041,-nan,-nan,-nan,0.525357,0,0,-nan
-763.936,0.0107627,0,0.5,0.05,29.0721,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997048,-nan,-nan,-nan,0.516729,0.00593472,0.00159109,-nan
-757.149,0.828419,0,0.5,0.05,17.2271,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.508907,0,0,-nan
-766.711,0.0107627,0,0.5,0.05,29.6594,1,2.06115e-09,-nan,-nan,-nan,-nan,0.996992,-nan,-nan,-nan,0.518125,0.00636943,0.0015625,-nan
-755.406,0.828419,0,0.5,0.05,17.3907,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998584,-nan,-nan,-nan,0.505213,0,0,-nan
-756.392,0.930763,0,0.5,0.05,24.1129,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999119,-nan,-nan,-nan,0.514072,0.000919118,0.000239923,-nan
-758.584,0.930763,0,0.5,0.05,24.6189,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.510056,0,0,-nan
-770.693,0.252601,0,0.5,0.05,45.275,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998019,-nan,-nan,-nan,0.516722,0.010305,0.00267208,-nan
-760.192,0.533369,0,0.5,0.05,15.5484,1,2.06115e-09,-nan,-nan,-nan,-nan,0.99259,-nan,-nan,-nan,0.508735,0.00201884,0.000511247,-nan
-757.791,0.930763,0,0.5,0.05,21.5342,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.522617,0,0,-nan
-758.694,0.828419,0,0.5,0.05,18.3537,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998614,-nan,-nan,-nan,0.512956,0.00670017,0.00214247,-nan
-760.196,0.533369,0,0.5,0.05,12.6355,1,2.06115e-09,-nan,-nan,-nan,-nan,0.991388,-nan,-nan,-nan,0.519365,0,0,-nan
-756.579,0.930763,0,0.5,0.05,24.516,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997129,-nan,-nan,-nan,0.504624,0.00913242,0.00210305,-nan
-766.298,0.533369,0,0.5,0.05,10.6958,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.535629,0,0.00156986,-nan
-766.454,0.533369,0,0.5,0.05,11.2562,1,2.06115e-09,-nan,-nan,-nan,-nan,0.988024,-nan,-nan,-nan,0.526856,0,0,-nan
-770.151,0.0107627,0,0.5,0.05,32.1139,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999273,-nan,-nan,-nan,0.514924,0.00304569,0.000779626,-nan
-766.877,0.0107627,0,0.5,0.05,30.6097,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997238,-nan,-nan,-nan,0.514333,0,0,-nan
-763.469,0.828419,0,0.5,0.05,14.9283,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998749,-nan,-nan,-nan,0.519386,0.00362976,0.000886918,-nan
-760.785,0.828419,0,0.5,0.05,15.8285,1,2.06115e-09,-nan,-nan,-nan,-nan,0.994236,-nan,-nan,-nan,0.505814,0,0,-nan
-761.496,0.533369,0,0.5,0.05,11.0768,1,2.06115e-09,-nan,-nan,-nan,-nan,0.989667,-nan,-nan,-nan,0.50787,0.00775194,0.00253325,-nan
-765.446,0.930763,0,0.5,0.05,22.337,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997489,-nan,-nan,-nan,0.514756,0.00460123,0.00115473,-nan
-779.595,0.252601,0,0.5,0.05,41.3324,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998562,-nan,-nan,-nan,0.51909,0.00969163,0.00244336,-nan
-778.131,0.533369,0,0.5,0.05,7.88862,1,2.06115e-09,-nan,-nan,-nan,-nan,0.982987,-nan,-nan,-nan,0.519509,0.00307692,0.00210084,-nan
-764.839,0.930763,0,0.5,0.05,27.2785,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998999,-nan,-nan,-nan,0.530845,0,0,-nan
-763.542,0.0107627,0,0.5,0.05,26.3501,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999294,-nan,-nan,-nan,0.521076,0.00143885,0.000387898,-nan
-762.901,0.533369,0,0.5,0.05,10.3484,1,2.06115e-09,-nan,-nan,-nan,-nan,0.972089,-nan,-nan,-nan,0.506626,0.00414079,0.00116822,-nan
-767.867,0.533369,0,0.5,0.05,8.90932,1,2.06115e-09,-nan,-nan,-nan,-nan,0.988764,-nan,-nan,-nan,0.5196,0,0,-nan
-758.756,0.828419,0,0.5,0.05,17.6211,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998074,-nan,-nan,-nan,0.517608,0.00230681,0.00102951,-nan
-759.115,0.828419,0,0.5,0.05,18.9569,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.523463,0,0,-nan
-760.748,0.0107627,0,0.5,0.05,22.4917,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999414,-nan,-nan,-nan,0.5023,0,0,-nan
-755.625,0.828419,0,0.5,0.05,18.4588,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.529293,0.00480769,0.00163399,-nan
-762.566,0.828419,0,0.5,0.05,17.4,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.527572,0,0,-nan
-782,0.43184,0,0.5,0.05,58.4767,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998195,-nan,-nan,-nan,0.519202,0.0103627,0.00261846,-nan
-768.112,0.533369,0,0.5,0.05,9.26433,1,2.06115e-09,-nan,-nan,-nan,-nan,0.988066,-nan,-nan,-nan,0.510109,0.00503145,0.00230521,-nan
-762.692,0.930763,0,0.5,0.05,29.7751,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998165,-nan,-nan,-nan,0.513661,0,0,-nan
-758.401,0.930763,0,0.5,0.05,30.3557,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.510154,0,0,-nan
-759.432,0.930763,0,0.5,0.05,31.5869,1,2.06115e-09,-nan,-nan,-nan,-nan,0.994624,-nan,-nan,-nan,0.508306,0,0,-nan
-758.451,0.0107627,0,0.5,0.05,22.4196,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.503432,0.00306279,0.000770119,-nan
-756.669,0.828419,0,0.5,0.05,20.4546,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999173,-nan,-nan,-nan,0.514864,0.00334448,0.000446828,-nan
-754.944,0.828419,0,0.5,0.05,21.7378,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997093,-nan,-nan,-nan,0.498793,0,0,-nan
-760.964,0.0107627,0,0.5,0.05,22.1359,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999049,-nan,-nan,-nan,0.518389,0.00423729,0.00101215,-nan
-762.351,0.930763,0,0.5,0.05,31.4675,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997763,-nan,-nan,-nan,0.528786,0.00769231,0.00185071,-nan
-756.067,0.0107627,0,0.5,0.05,21.1392,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.514634,0,0,-nan
-760.118,0.930763,0,0.5,0.05,31.6001,1,2.06115e-09,-nan,-nan,-nan,-nan,0.99422,-nan,-nan,-nan,0.508177,0,0,-nan
-759.365,0.930763,0,0.5,0.05,30.27,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997143,-nan,-nan,-nan,0.509149,0.0142857,0.00309598,-nan
-755.105,0.0107627,0,0.5,0.05,20.9297,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999022,-nan,-nan,-nan,0.511367,0,0,-nan
-754.587,0.0107627,0,0.5,0.05,20.5325,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.512292,0,0,-nan
-754.144,0.828419,0,0.5,0.05,21.5914,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999275,-nan,-nan,-nan,0.518699,0,0,-nan
-760.066,0.533369,0,0.5,0.05,12.2609,1,2.06115e-09,-nan,-nan,-nan,-nan,0.987738,-nan,-nan,-nan,0.51338,0.00620155,0.00267201,-nan
-761.806,0.930763,0,0.5,0.05,31.9545,1,2.06115e-09,-nan,-nan,-nan,-nan,0.99826,-nan,-nan,-nan,0.519243,0,0,-nan
-779.216,0.43184,0,0.5,0.05,56.285,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998073,-nan,-nan,-nan,0.518466,0.00779037,0.00185968,-nan
-759.884,0.533369,0,0.5,0.05,13.229,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998146,-nan,-nan,-nan,0.527337,0.00536193,0.0011236,-nan
-758.8,0.828419,0,0.5,0.05,20.1652,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999426,-nan,-nan,-nan,0.520275,0,0,-nan
-768.445,0.930763,0,0.5,0.05,30.2252,1,2.06115e-09,-nan,-nan,-nan,-nan,0.99781,-nan,-nan,-nan,0.507547,0.00307692,0.000748503,-nan
-760.93,0.828419,0,0.5,0.05,20.6822,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998557,-nan,-nan,-nan,0.525657,0.0060241,0,-nan
-756.364,0.828419,0,0.5,0.05,22.1367,1,2.06115e-09,-nan,-nan,-nan,-nan,0.99729,-nan,-nan,-nan,0.5,0.00980392,0.00630915,-nan
-758.15,0.828419,0,0.5,0.05,20.8071,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997207,-nan,-nan,-nan,0.509897,0,0,-nan
-759.143,0.533369,0,0.5,0.05,15.9933,1,2.06115e-09,-nan,-nan,-nan,-nan,0.99711,-nan,-nan,-nan,0.524517,0.00340716,0.000517063,-nan
-757.536,0.533369,0,0.5,0.05,15.7486,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.506339,0,0,-nan
-758.28,0.828419,0,0.5,0.05,21.8569,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.507996,0.00462963,0.000996016,-nan
-758.199,0.828419,0,0.5,0.05,23.4192,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.514451,0.0114943,0.00299401,-nan
-759.586,0.828419,0,0.5,0.05,23.5324,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.499225,0,0,-nan
-764.125,0.0107627,0,0.5,0.05,25.2165,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999086,-nan,-nan,-nan,0.512988,0,0,-nan
-766.155,0.930763,0,0.5,0.05,31.9593,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997685,-nan,-nan,-nan,0.524219,0.00357569,0.000921093,-nan
-758.97,0.0107627,0,0.5,0.05,25.299,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.528429,0,0,-nan
-765.631,0.828419,0,0.5,0.05,26.6041,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.523597,0.0130719,0.003003,-nan
-757.551,0.533369,0,0.5,0.05,15.7088,1,2.06115e-09,-nan,-nan,-nan,-nan,0.996064,-nan,-nan,-nan,0.511581,0,0,-nan
-765.716,0.0107627,0,0.5,0.05,25.452,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999048,-nan,-nan,-nan,0.505926,0,0,-nan
-758.647,0.533369,0,0.5,0.05,15.0553,1,2.06115e-09,-nan,-nan,-nan,-nan,0.995509,-nan,-nan,-nan,0.513758,0,0,-nan
-763.396,0.0107627,0,0.5,0.05,23.9522,1,2.06115e-09,-nan,-nan,-nan,-nan,0.995595,-nan,-nan,-nan,0.495342,0,0,-nan
-764.019,0.828419,0,0.5,0.05,26.9701,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999403,-nan,-nan,-nan,0.523506,0.00507614,0.001207,-nan
-759.931,0.533369,0,0.5,0.05,15.5105,1,2.06115e-09,-nan,-nan,-nan,-nan,0.995141,-nan,-nan,-nan,0.527726,0.00851064,0.00199402,-nan
-762.391,0.828419,0,0.5,0.05,28.3261,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998523,-nan,-nan,-nan,0.522754,0.00578035,0.00160514,-nan
-764.016,0.0107627,0,0.5,0.05,22.862,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997057,-nan,-nan,-nan,0.523095,0,0,-nan
-759.861,0.0107627,0,0.5,0.05,23.0085,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997067,-nan,-nan,-nan,0.534921,0,0,-nan
-760.035,0.0107627,0,0.5,0.05,23.8291,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.52545,0,0,-nan
-753.704,0.0107627,0,0.5,0.05,23.4414,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997093,-nan,-nan,-nan,0.502767,0,0,-nan
-763.938,0.533369,0,0.5,0.05,14.7502,1,2.06115e-09,-nan,-nan,-nan,-nan,0.994172,-nan,-nan,-nan,0.525147,0.00592885,0.00153139,-nan
-765.655,0.533369,0,0.5,0.05,12.6674,1,2.06115e-09,-nan,-nan,-nan,-nan,0.991354,-nan,-nan,-nan,0.507546,0,0,-nan
-763.899,0.533369,0,0.5,0.05,11.4222,1,2.06115e-09,-nan,-nan,-nan,-nan,0.983146,-nan,-nan,-nan,0.512777,0,0,-nan
-770.355,0.252601,0,0.5,0.05,36.604,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998279,-nan,-nan,-nan,0.51731,0.00593354,0.00152383,-nan
-768.653,0.252601,0,0.5,0.05,37.8828,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997143,-nan,-nan,-nan,0.529412,0,0.00304878,-nan
-758.946,0.533369,0,0.5,0.05,12.3849,1,2.06115e-09,-nan,-nan,-nan,-nan,0.99602,-nan,-nan,-nan,0.511394,0.00423729,0.00101523,-nan
-754.525,0.0107627,0,0.5,0.05,21.6782,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.514817,0,0,-nan
-760.041,0.0107627,0,0.5,0.05,22.0975,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.527843,0.0172414,0.003003,-nan
-763.731,0.252601,0,0.5,0.05,36.9559,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998595,-nan,-nan,-nan,0.523732,0.00911854,0.00227618,-nan
-768.474,0.930763,0,0.5,0.05,33.0249,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998895,-nan,-nan,-nan,0.517347,0.00562948,0.00153546,-nan
-765.83,0.252601,0,0.5,0.05,38.5623,1,2.06115e-09,-nan,-nan,-nan,-nan,0.995601,-nan,-nan,-nan,0.521155,0.00588235,0.00144928,-nan
-759.583,0.0107627,0,0.5,0.05,19.9685,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.507141,0.00564972,0.00154202,-nan
-768.281,0.252601,0,0.5,0.05,39.1597,1,2.06115e-09,-nan,-nan,-nan,-nan,0.993225,-nan,-nan,-nan,0.528566,0.00632911,0.00166389,-nan
-766.602,0.252601,0,0.5,0.05,39.2317,1,2.06115e-09,-nan,-nan,-nan,-nan,0.994751,-nan,-nan,-nan,0.520525,0,0,-nan
-773.556,0.533369,0,0.5,0.05,8.01212,1,2.06115e-09,-nan,-nan,-nan,-nan,0.982343,-nan,-nan,-nan,0.513725,0.00649351,0.00281492,-nan
-765.692,0.930763,0,0.5,0.05,32.4966,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998124,-nan,-nan,-nan,0.520285,0.00630252,0.00154004,-nan
-767.431,0.930763,0,0.5,0.05,32.3796,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997033,-nan,-nan,-nan,0.527931,0,0,-nan
-763.528,0.0107627,0,0.5,0.05,19.1083,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999527,-nan,-nan,-nan,0.510011,0.0059761,0.00150602,-nan
-757.78,0.0107627,0,0.5,0.05,20.2467,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.519592,0,0,-nan
-762.769,0.828419,0,0.5,0.05,30.4024,1,2.06115e-09,-nan,-nan,-nan,-nan,0.99892,-nan,-nan,-nan,0.518328,0.00618648,0.00184623,-nan
-754.172,0.0107627,0,0.5,0.05,21.482,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.5154,0,0,-nan
-761.202,0.828419,0,0.5,0.05,29.3352,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.510359,0,0,-nan
-761.847,0.828419,0,0.5,0.05,27.4849,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.531932,0.0133333,0.00307692,-nan
-767.295,0.828419,0,0.5,0.05,28.1401,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.529134,0.0238095,0.00649351,-nan
-755.235,0.0107627,0,0.5,0.05,21.4888,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999269,-nan,-nan,-nan,0.523393,0,0,-nan
-767.575,0.533369,0,0.5,0.05,11.6621,1,2.06115e-09,-nan,-nan,-nan,-nan,0.986794,-nan,-nan,-nan,0.517329,0.00243704,0.000866802,-nan
-778.601,0.280321,0,0.5,0.05,41.3582,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998367,-nan,-nan,-nan,0.519866,0.0100297,0.00254354,-nan
-759.301,0.0107627,0,0.5,0.05,24.4112,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.514702,0.00381679,0.00108578,-nan
-760.024,0.930763,0,0.5,0.05,31.6131,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998085,-nan,-nan,-nan,0.516601,0.00611621,0.00154919,-nan
-769.719,0.828419,0,0.5,0.05,28.3762,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999518,-nan,-nan,-nan,0.517757,0.00209644,0.000510986,-nan
-764.484,0.828419,0,0.5,0.05,28.317,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.504666,0,0,-nan
-768.687,0.252601,0,0.5,0.05,34.7808,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997775,-nan,-nan,-nan,0.514652,0.00556715,0.0013836,-nan
-762.427,0.0107627,0,0.5,0.05,27.1162,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998229,-nan,-nan,-nan,0.534994,0.00245098,0.000626174,-nan
-771.288,0.533369,0,0.5,0.05,9.00603,1,2.06115e-09,-nan,-nan,-nan,-nan,0.984183,-nan,-nan,-nan,0.518102,0.0040568,0.00209118,-nan
-771.104,0.533369,0,0.5,0.05,8.83079,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.499584,0.00719424,0.0031746,-nan
-762.797,0.930763,0,0.5,0.05,31.5504,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998369,-nan,-nan,-nan,0.510806,0.00173611,0.000449236,-nan
-759.935,0.0107627,0,0.5,0.05,28.6216,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998476,-nan,-nan,-nan,0.528043,0,0,-nan
-757.711,0.0107627,0,0.5,0.05,26.6237,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997006,-nan,-nan,-nan,0.528302,0,0,-nan
-766.426,0.533369,0,0.5,0.05,9.28488,1,2.06115e-09,-nan,-nan,-nan,-nan,0.984163,-nan,-nan,-nan,0.520234,0.00456621,0.00157604,-nan
-771.87,0.533369,0,0.5,0.05,8.96702,1,2.06115e-09,-nan,-nan,-nan,-nan,0.981763,-nan,-nan,-nan,0.513776,0.00787402,0.00322581,-nan
-770.054,0.533369,0,0.5,0.05,8.91333,1,2.06115e-09,-nan,-nan,-nan,-nan,0.983287,-nan,-nan,-nan,0.5196,0.00719424,0,-nan
-764.786,0.0107627,0,0.5,0.05,22.4933,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999291,-nan,-nan,-nan,0.525755,0,0,-nan
-769.288,0.533369,0,0.5,0.05,8.66163,1,2.06115e-09,-nan,-nan,-nan,-nan,0.986842,-nan,-nan,-nan,0.514378,0.0142857,0.00705467,-nan
-775.424,0.252601,0,0.5,0.05,38.9903,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999059,-nan,-nan,-nan,0.518221,0.00705645,0.00184114,-nan
-764.217,0.930763,0,0.5,0.05,29.1613,1,2.06115e-09,-nan,-nan,-nan,-nan,0.99968,-nan,-nan,-nan,0.517147,0.00388098,0.0010661,-nan
-765.502,0.930763,0,0.5,0.05,29.8578,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.514124,0,0,-nan
-762.641,0.828419,0,0.5,0.05,24.6982,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998384,-nan,-nan,-nan,0.51148,0.00447094,0.00117716,-nan
-765.177,0.0107627,0,0.5,0.05,20.7629,1,2.06115e-09,-nan,-nan,-nan,-nan,0.99903,-nan,-nan,-nan,0.514482,0.00446429,0.000518403,-nan
-760.462,0.0107627,0,0.5,0.05,19.9098,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.517212,0,0.00293255,-nan
-759.518,0.0107627,0,0.5,0.05,19.3973,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.513578,0,0,-nan
-766.741,0.930763,0,0.5,0.05,27.366,1,2.06115e-09,-nan,-nan,-nan,-nan,0.996308,-nan,-nan,-nan,0.515361,0.008,0.00185185,-nan
-762.52,0.533369,0,0.5,0.05,12.0244,1,2.06115e-09,-nan,-nan,-nan,-nan,0.986271,-nan,-nan,-nan,0.509628,0.00849257,0.00244328,-nan
-761.347,0.533369,0,0.5,0.05,12.9455,1,2.06115e-09,-nan,-nan,-nan,-nan,0.989071,-nan,-nan,-nan,0.497157,0,0,-nan
-759.763,0.828419,0,0.5,0.05,24.4749,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998757,-nan,-nan,-nan,0.515909,0.00682594,0.00181818,-nan
-761.542,0.533369,0,0.5,0.05,14.3912,1,2.06115e-09,-nan,-nan,-nan,-nan,0.992754,-nan,-nan,-nan,0.519553,0.00662252,0.00153139,-nan
-762.301,0.533369,0,0.5,0.05,13.9715,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.495568,0,0,-nan
-764.234,0.930763,0,0.5,0.05,29.08,1,2.06115e-09,-nan,-nan,-nan,-nan,0.999066,-nan,-nan,-nan,0.516535,0.00210526,0.000522466,-nan
-766.702,0.280321,0,0.5,0.05,35.8785,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998136,-nan,-nan,-nan,0.518146,0.0100482,0.00250954,-nan
-764.794,0.533369,0,0.5,0.05,13.2109,1,2.06115e-09,-nan,-nan,-nan,-nan,0.99623,-nan,-nan,-nan,0.503109,0,0.00102041,-nan
-766.632,0.533369,0,0.5,0.05,12.7676,1,2.06115e-09,-nan,-nan,-nan,-nan,0.988604,-nan,-nan,-nan,0.520131,0,0.00343643,-nan
-765.031,0.0107627,0,0.5,0.05,24.8826,1,2.06115e-09,-nan,-nan,-nan,-nan,0.998943,-nan,-nan,-nan,0.513681,0,0,-nan
-766.757,0.930763,0,0.5,0.05,26.934,1,2.06115e-09,-nan,-nan,-nan,-nan,0.997672,-nan,-nan,-nan,0.522746,0.00477327,0.00118624,-nan
-766.934,0.930763,0,0.5,0.05,27.6572,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.50159,0,0,-nan
-760.975,0.0107627,0,0.5,0.05,27.3689,1,2.06115e-09,-nan,-nan,-nan,-nan,1,-nan,-nan,-nan,0.522225,0.0041841,0.00104603,-nan
-763.375,0.533369,0,0.5,0.05,11.9718,1,2.06115e-09,-nan,-nan,-nan,-nan,0.99481,-nan,-nan,-nan,0.51671,0.005386,0.000647249,-nan
-762.746,0.533369,0,0.5,0.05,11.7498,1,2.06115e-09,-nan,-nan,-nan,-nan,0.99723,-nan,-nan,-nan,0.518278,0,0,-nan
